Entry	Entry name	Protein names	Gene names
Q9GZN6	S6A16_HUMAN	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16)	SLC6A16 NTT5
Q8IZ83	A16A1_HUMAN	Aldehyde dehydrogenase family 16 member A1	ALDH16A1
P10301	RRAS_HUMAN	Ras-related protein R-Ras (EC 3.6.5.-) (p23)	RRAS
Q99873	ANM1_HUMAN	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)	PRMT1 HMT2 HRMT1L2 IR1B4
Q8TCG5	CPT1C_HUMAN	Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)	CPT1C CATL1
Q96RQ9	OXLA_HUMAN	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (EC 1.4.3.25) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (hIL4I1) (Protein Fig-1) (hFIG1)	IL4I1 FIG1 UNQ636/PRO1265
Q8IV63	VRK3_HUMAN	Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3)	VRK3
Q14003	KCNC3_HUMAN	Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3)	KCNC3
P55055	NR1H2_HUMAN	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor)	NR1H2 LXRB NER UNR
P28340	DPOD1_HUMAN	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase subunit delta p125)	POLD1 POLD
Q01892	SPIB_HUMAN	Transcription factor Spi-B	SPIB
Q9NT99	LRC4B_HUMAN	Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3)	LRRC4B LRIG4
O75388	GPR32_HUMAN	Probable G-protein coupled receptor 32	GPR32
Q86VR7	VS10L_HUMAN	V-set and immunoglobulin domain-containing protein 10-like (VSIG10-like protein)	VSIG10L
P21462	FPR1_HUMAN	fMet-Leu-Phe receptor (fMLP receptor) (N-formyl peptide receptor) (FPR) (N-formylpeptide chemoattractant receptor)	FPR1
P25090	FPR2_HUMAN	N-formyl peptide receptor 2 (FMLP-related receptor I) (FMLP-R-I) (Formyl peptide receptor-like 1) (HM63) (Lipoxin A4 receptor) (LXA4 receptor) (RFP)	FPR2 FPRH1 FPRL1 LXA4R
P25089	FPR3_HUMAN	N-formyl peptide receptor 3 (FMLP-related receptor II) (FMLP-R-II) (Formyl peptide receptor-like 2)	FPR3 FPRH1 FPRL2
P59046	NAL12_HUMAN	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	NLRP12 NALP12 PYPAF7 RNO
P05129	KPCG_HUMAN	Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)	PRKCG PKCG
P62955	CCG7_HUMAN	Voltage-dependent calcium channel gamma-7 subunit (Neuronal voltage-gated calcium channel gamma-7 subunit) (Transmembrane AMPAR regulatory protein gamma-7) (TARP gamma-7)	CACNG7
Q8WXS5	CCG8_HUMAN	Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8)	CACNG8 CACNG6
Q96N66	MBOA7_HUMAN	Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7)	MBOAT7 BB1 LENG4 OACT7
Q9NX02	NALP2_HUMAN	NACHT, LRR and PYD domains-containing protein 2 (Nucleotide-binding site protein 1) (PYRIN domain and NACHT domain-containing protein 1) (PYRIN-containing APAF1-like protein 2)	NLRP2 NALP2 NBS1 PAN1 PYPAF2
Q8TDC3	BRSK1_HUMAN	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1)	BRSK1 KIAA1811 SAD1 SADB
A1L4H1	SRCRL_HUMAN	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D)	SSC5D
P0C263	SBK2_HUMAN	Serine/threonine-protein kinase SBK2 (EC 2.7.11.1) (SH3-binding domain kinase family member 2) (Sugen kinase 69) (SgK069)	SBK2 SGK069
Q7RTR0	NLRP9_HUMAN	NACHT, LRR and PYD domains-containing protein 9 (Nucleotide-binding oligomerization domain protein 6) (PYRIN and NACHT-containing protein 12)	NLRP9 NALP9 NOD6 PAN12
Q96MN2	NALP4_HUMAN	NACHT, LRR and PYD domains-containing protein 4 (Cancer/testis antigen 58) (CT58) (PAAD and NACHT-containing protein 2) (PAN2) (PYRIN and NACHT-containing protein 2) (PYRIN-containing APAF1-like protein 4) (PYPAF4) (Ribonuclease inhibitor 2)	NLRP4 NALP4 PAN2 PYPAF4 RNH2
P59047	NALP5_HUMAN	NACHT, LRR and PYD domains-containing protein 5 (Mater protein homolog) (Maternal Antigen that Embryos Require)	NLRP5 MATER NALP5
Q9HBJ7	UBP29_HUMAN	Ubiquitin carboxyl-terminal hydrolase 29 (EC 3.4.19.12) (Deubiquitinating enzyme 29) (Ubiquitin thioesterase 29) (Ubiquitin-specific-processing protease 29)	USP29
Q9UQB9	AURKC_HUMAN	Aurora kinase C (EC 2.7.11.1) (Aurora 3) (Aurora/IPL1-related kinase 3) (ARK-3) (Aurora-related kinase 3) (Aurora/IPL1/Eg2 protein 2) (Serine/threonine-protein kinase 13) (Serine/threonine-protein kinase aurora-C)	AURKC AIE2 AIK3 AIRK3 ARK3 STK13
Q5EBM0	CMPK2_HUMAN	UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6)	CMPK2
Q6ZWT7	MBOA2_HUMAN	Lysophospholipid acyltransferase 2 (LPLAT 2) (EC 2.3.1.-) (1-acylglycerophosphate O-acyltransferase MBOAT2) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase MBOAT2) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine MBOAT2 O-acyltransferase) (EC 2.3.1.n7) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lyso-PA acyltransferase) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 4) (Lyso-PC acyltransferase 4) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lyso-PE acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 2) (O-acyltransferase domain-containing protein 2)	MBOAT2 LPCAT4 OACT2
O43150	ASAP2_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)	ASAP2 DDEF2 KIAA0400
Q9UKF6	CPSF3_HUMAN	Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73)	CPSF3 CPSF73
P78536	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 CSVP TACE
Q15084	PDIA6_HUMAN	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	PDIA6 ERP5 P5 TXNDC7
Q9H3M0	KCNF1_HUMAN	Potassium voltage-gated channel subfamily F member 1 (Voltage-gated potassium channel subunit Kv5.1) (kH1)	KCNF1
O75116	ROCK2_HUMAN	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619
O95665	NTR2_HUMAN	Neurotensin receptor type 2 (NT-R-2) (NTR2) (Levocabastine-sensitive neurotensin receptor)	NTSR2
Q9BQ31	KCNS3_HUMAN	Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)	KCNS3
P62745	RHOB_HUMAN	Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6)	RHOB ARH6 ARHB
Q7Z4P5	GDF7_HUMAN	Growth/differentiation factor 7 (GDF-7)	GDF7
Q96CT2	KLH29_HUMAN	Kelch-like protein 29 (Kelch repeat and BTB domain-containing protein 9)	KLHL29 KBTBD9 KIAA1921
O60266	ADCY3_HUMAN	Adenylate cyclase type 3 (EC 4.6.1.1) (ATP pyrophosphate-lyase 3) (Adenylate cyclase type III) (AC-III) (Adenylate cyclase, olfactive type) (Adenylyl cyclase 3) (AC3)	ADCY3 KIAA0511
Q9NZQ0	DJC27_HUMAN	DnaJ homolog subfamily C member 27 (Rab and DnaJ domain-containing protein)	DNAJC27 RABJS RBJ
Q9Y6K1	DNM3A_HUMAN	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A
O60941	DTNB_HUMAN	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	DTNB
O14782	KIF3C_HUMAN	Kinesin-like protein KIF3C	KIF3C
P61026	RAB10_HUMAN	Ras-related protein Rab-10 (EC 3.6.5.2)	RAB10
P55084	ECHB_HUMAN	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	HADHB MSTP029
Q8IZF5	AGRF3_HUMAN	Adhesion G-protein coupled receptor F3 (G-protein coupled receptor 113) (G-protein coupled receptor PGR23)	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000
O14649	KCNK3_HUMAN	Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1)	KCNK3 TASK TASK1
P50053	KHK_HUMAN	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	KHK
O15355	PPM1G_HUMAN	Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	PPM1G PPM1C
Q9H477	RBSK_HUMAN	Ribokinase (RK) (EC 2.7.1.15)	RBKS RBSK
P62140	PP1B_HUMAN	Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)	PPP1CB
Q15061	WDR43_HUMAN	WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog)	WDR43 KIAA0007 UTP5
Q9UM73	ALK_HUMAN	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK
Q9NPP4	NLRC4_HUMAN	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (CED-4-like protein Clan) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215
Q9NR09	BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289
Q8IV61	GRP3_HUMAN	Ras guanyl-releasing protein 3 (Calcium and DAG-regulated guanine nucleotide exchange factor III) (Guanine nucleotide exchange factor for Rap1)	RASGRP3 GRP3 KIAA0846
P19525	E2AK2_HUMAN	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	EIF2AK2 PKR PRKR
O94806	KPCD3_HUMAN	Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu)	PRKD3 EPK2 PRKCN
Q16678	CP1B1_HUMAN	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1B1
Q6P158	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	DHX57
Q07889	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1
Q5MAI5	CDKL4_HUMAN	Cyclin-dependent kinase-like 4 (EC 2.7.11.22)	CDKL4
Q8IVH8	M4K3_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)	MAP4K3 RAB8IPL1
P32418	NAC1_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1 CNC NCX1
Q8TAE7	KCNG3_HUMAN	Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)	KCNG3
Q8TDN1	KCNG4_HUMAN	Potassium voltage-gated channel subfamily G member 4 (Voltage-gated potassium channel subunit Kv6.4)	KCNG4 KCNG3
Q8TDS5	OXER1_HUMAN	Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019)	OXER1 GPR170 TG1019
Q9H222	ABCG5_HUMAN	ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)	ABCG5
Q9H221	ABCG8_HUMAN	ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)	ABCG8
O75688	PPM1B_HUMAN	Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta)	PPM1B PP2CB
Q02156	KPCE_HUMAN	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	PRKCE PKCE
Q99814	EPAS1_HUMAN	Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	EPAS1 BHLHE73 HIF2A MOP2 PASD2
P17081	RHOQ_HUMAN	Rho-related GTP-binding protein RhoQ (Ras-like protein TC10) (Ras-like protein family member 7A)	RHOQ ARHQ RASL7A TC10
P0DP24	CALM2_HUMAN	Calmodulin-2	CALM2 CAM2 CAMB
Q9HB15	KCNKC_HUMAN	Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2)	KCNK12
P58400	NRX1B_HUMAN	Neurexin-1-beta (Neurexin I-beta)	NRXN1
Q9ULB1	NRX1A_HUMAN	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	NRXN1 KIAA0578
O95800	GPR75_HUMAN	Probable G-protein coupled receptor 75	GPR75
Q01082	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	SPTBN1 SPTB2
Q86Y07	VRK2_HUMAN	Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2)	VRK2
Q04864	REL_HUMAN	Proto-oncogene c-Rel	REL
Q70CQ2	UBP34_HUMAN	Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34)	USP34 KIAA0570 KIAA0729
Q9P2H5	UBP35_HUMAN	Ubiquitin carboxyl-terminal hydrolase 35 (EC 3.4.19.12) (Deubiquitinating enzyme 35) (Ubiquitin thioesterase 35) (Ubiquitin-specific-processing protease 35)	USP35 KIAA1372 USP34
P43007	SATT_HUMAN	Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (SATT) (Solute carrier family 1 member 4)	SLC1A4 ASCT1 SATT
P62820	RAB1A_HUMAN	Ras-related protein Rab-1A (EC 3.6.5.2) (YPT1-related protein)	RAB1A RAB1
P61160	ARP2_HUMAN	Actin-related protein 2 (Actin-like protein 2)	ACTR2 ARP2
Q8TCW9	PKR1_HUMAN	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a)	PROKR1 GPR73 PKR1
O95393	BMP10_HUMAN	Bone morphogenetic protein 10 (BMP-10)	BMP10
Q2M2I8	AAK1_HUMAN	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	AAK1 KIAA1048
P63267	ACTH_HUMAN	Actin, gamma-enteric smooth muscle (Alpha-actin-3) (Gamma-2-actin) (Smooth muscle gamma-actin) [Cleaved into: Actin, gamma-enteric smooth muscle, intermediate form]	ACTG2 ACTA3 ACTL3 ACTSG
Q16854	DGUOK_HUMAN	Deoxyguanosine kinase, mitochondrial (EC 2.7.1.113) (Deoxyadenosine kinase, mitochondrial) (EC 2.7.1.76)	DGUOK DGK
Q9BSM1	PCGF1_HUMAN	Polycomb group RING finger protein 1 (Nervous system Polycomb-1) (NSPc1) (RING finger protein 68)	PCGF1 NSPC1 RNF68
Q8TE96	DQX1_HUMAN	ATP-dependent RNA helicase DQX1 (EC 3.6.4.12) (DEAQ box polypeptide 1)	DQX1
P58215	LOXL3_HUMAN	Lysyl oxidase homolog 3 (EC 1.4.3.-) (EC 1.4.3.13) (Lysyl oxidase-like protein 3)	LOXL3 LOXL
P52789	HXK2_HUMAN	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase)	HK2
P25103	NK1R_HUMAN	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1)	TACR1 NK1R TAC1R
Q86VH4	LRRT4_HUMAN	Leucine-rich repeat transmembrane neuronal protein 4	LRRTM4 UNQ3075/PRO9907
Q86UE6	LRRT1_HUMAN	Leucine-rich repeat transmembrane neuronal protein 1	LRRTM1 UNQ675/PRO1309
Q96SQ7	ATOH8_HUMAN	Transcription factor ATOH8 (Class A basic helix-loop-helix protein 21) (bHLHa21) (Helix-loop-helix protein hATH-6) (hATH6) (Protein atonal homolog 8)	ATOH8 ATH6 BHLHA21
P07148	FABPL_HUMAN	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)	FABP1 FABPL
Q9NZJ5	E2AK3_HUMAN	Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK)	EIF2AK3 PEK PERK
P18089	ADA2B_HUMAN	Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR)	ADRA2B ADRA2L1 ADRA2RL1
Q6HA08	ASTL_HUMAN	Astacin-like metalloendopeptidase (EC 3.4.-.-) (Oocyte astacin) (Ovastacin) (ZP2-proteinase)	ASTL
P42025	ACTY_HUMAN	Beta-centractin (Actin-related protein 1B) (ARP1B)	ACTR1B CTRN2
P43403	ZAP70_HUMAN	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)	ZAP70 SRK
Q16281	CNGA3_HUMAN	Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)	CNGA3 CNCG3
O95819	M4K4_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1) (HPK/GCK-like kinase HGK) (MAPK/ERK kinase kinase kinase 4) (MEK kinase kinase 4) (MEKKK 4) (Nck-interacting kinase)	MAP4K4 HGK KIAA0687 NIK
Q6AI14	SL9A4_HUMAN	Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4) (Solute carrier family 9 member 4)	SLC9A4 NHE4
Q9UBY0	SL9A2_HUMAN	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2)	SLC9A2 NHE2
Q9NUZ1	ACOXL_HUMAN	Acyl-coenzyme A oxidase-like protein (Acyl-CoA oxidase-like protein) (EC 1.3.3.-)	ACOXL
Q12866	MERTK_HUMAN	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	MERTK MER
P01584	IL1B_HUMAN	Interleukin-1 beta (IL-1 beta) (Catabolin)	IL1B IL1F2
Q9NZH6	IL37_HUMAN	Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1) (Interleukin-23) (IL-23)	IL37 FIL1Z IL1F7 IL1H4 IL1RP1
Q9NZH8	IL36G_HUMAN	Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1)	IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737
Q9UHA7	IL36A_HUMAN	Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6)	IL36A FIL1E IL1E IL1F6
Q9NZH7	IL36B_HUMAN	Interleukin-36 beta (FIL1 eta) (Interleukin-1 eta) (IL-1 eta) (Interleukin-1 family member 8) (IL-1F8) (Interleukin-1 homolog 2) (IL-1H2)	IL36B IL1F8 IL1H2
Q9UBH0	I36RA_HUMAN	Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1)	IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342
Q8WWZ1	IL1FA_HUMAN	Interleukin-1 family member 10 (IL-1F10) (Family of interleukin 1-theta) (FIL1 theta) (Interleukin-1 HY2) (IL-1HY2) (Interleukin-1 theta) (IL-1 theta) (Interleukin-38) (IL-38)	IL1F10 FIL1T IL1HY2 IL38 FKSG75 UNQ6119/PRO20041
P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra)	IL1RN IL1F3 IL1RA
Q8NDX1	PSD4_HUMAN	PH and SEC7 domain-containing protein 4 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 B) (Exchange factor for ARF6 B) (Pleckstrin homology and SEC7 domain-containing protein 4) (Telomeric of interleukin-1 cluster protein)	PSD4 EFA6B TIC
Q9UBK7	RBL2A_HUMAN	Rab-like protein 2A	RABL2A
P61158	ARP3_HUMAN	Actin-related protein 3 (Actin-like protein 3)	ACTR3 ARP3
Q8N608	DPP10_HUMAN	Inactive dipeptidyl peptidase 10 (Dipeptidyl peptidase IV-related protein 3) (DPRP-3) (Dipeptidyl peptidase X) (DPP X) (Dipeptidyl peptidase-like protein 2) (DPL2)	DPP10 DPRP3 KIAA1492
P47872	SCTR_HUMAN	Secretin receptor (SCT-R)	SCTR
P11234	RALB_HUMAN	Ras-related protein Ral-B (EC 3.6.5.2)	RALB
P09529	INHBB_HUMAN	Inhibin beta B chain (Activin beta-B chain)	INHBB
P10070	GLI2_HUMAN	Zinc finger protein GLI2 (GLI family zinc finger protein 2) (Tax helper protein)	GLI2 THP
Q8WYK1	CNTP5_HUMAN	Contactin-associated protein-like 5 (Cell recognition molecule Caspr5)	CNTNAP5 CASPR5
Q4G0S4	C27C1_HUMAN	Cytochrome P450 27C1 (EC 1.14.19.53) (All-trans retinol 3,4-desaturase)	CYP27C1
Q9Y2U5	M3K2_HUMAN	Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)	MAP3K2 MAPKKK2 MEKK2
Q13304	GPR17_HUMAN	Uracil nucleotide/cysteinyl leukotriene receptor (UDP/CysLT receptor) (G-protein coupled receptor 17) (P2Y-like receptor) (R12)	GPR17
Q9H0N0	RAB6C_HUMAN	Ras-related protein Rab-6C (Rab6-like protein WTH3)	RAB6C WTH3
Q6PEY2	TBA3E_HUMAN	Tubulin alpha-3E chain (Alpha-tubulin 3E) [Cleaved into: Detyrosinated tubulin alpha-3E chain]	TUBA3E
Q8TDV2	GP148_HUMAN	Probable G-protein coupled receptor 148 (Brain and testis restricted GPCR) (G-protein coupled receptor PGR6)	GPR148 BTR PGR6
Q53S08	RAB6D_HUMAN	Ras-related protein Rab-6D (Rab6-like protein WTH3DI)	RAB6D WTH3DI
P0DPH8	TBA3D_HUMAN	Tubulin alpha-3D chain (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]	TUBA3D
O43194	GPR39_HUMAN	G-protein coupled receptor 39	GPR39
Q56UN5	M3K19_HUMAN	Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (Regulated in COPD, protein kinase) (SPS1/STE20-related protein kinase YSK4)	MAP3K19 RCK YSK4
Q5FWF4	ZRAB3_HUMAN	DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-); Endonuclease ZRANB3 (EC 3.1.-.-)]	ZRANB3
