gene_id,gene_name,cat_no,uniprot,compound_name,target_class,primary_target,primary_action
ENSG00000196639,HRH1,1453,P35367,Clemastine fumarate,7-TM Receptors,Histamine H1 Receptors,Antagonist
ENSG00000196639,HRH1,1944,P35367,Loratidine,7-TM Receptors,Histamine H1 Receptors,Antagonist
ENSG00000196639,HRH1,2018,P35367,Mirtazapine,7-TM Receptors,Non-selective 5-HT2,Antagonist
ENSG00000196639,HRH1,2478,P35367,2-Pyridylethylamine dihydrochloride,7-TM Receptors,Histamine H1 Receptors,Agonist
ENSG00000196639,HRH1,3489,P35367,Astemizole,7-TM Receptors,Histamine H1 Receptors,Antagonist
ENSG00000196639,HRH1,3545,P35367,Histamine dihydrochloride,7-TM Receptors,Histamine H1 Receptors,Agonist
ENSG00000196639,HRH1,3948,P35367,Terfenadine,7-TM Receptors,Histamine H1 Receptors,Antagonist
ENSG00000197548,ATG7,NA,NA,NA,NA,NA,NA
ENSG00000132170,PPARG,1508,P37231,GW 9662,Nuclear Receptors,PPARgamma Receptors,Antagonist
ENSG00000132170,PPARG,2301,P37231,T 0070907,Nuclear Receptors,PPARgamma Receptors,Antagonist
ENSG00000132170,PPARG,3114,P37231,Troglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist
ENSG00000132170,PPARG,4124,P37231,Pioglitazone hydrochloride,Nuclear Receptors,PPARgamma Receptors,Agonist
ENSG00000132170,PPARG,4737,P37231,CDDO Im,Cell biology,Nrf2,Activator
ENSG00000132170,PPARG,4784,P37231,Edaglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist
ENSG00000132170,PPARG,5325,P37231,Rosiglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist
ENSG00000132170,PPARG,5906,P37231,Imatinib mesylate,Enzymes,Abl Kinase,Inhibitor
ENSG00000132170,PPARG,6383,P37231,SR 16832,Nuclear Receptors,PPARgamma Receptors,Antagonist
ENSG00000132155,RAF1,4836,P04049,AZ 628,Enzymes,Raf Kinase,Inhibitor
ENSG00000144711,IQSEC1,NA,NA,NA,NA,NA,NA
ENSG00000163517,HDAC11,4652,Q96DB2,SAHA,Enzymes,Non-selective HDACs,Inhibitor
ENSG00000131389,SLC6A6,NA,NA,NA,NA,NA,NA
ENSG00000177463,NR2C2,NA,NA,NA,NA,NA,NA
ENSG00000183960,KCNH8,NA,NA,NA,NA,NA,NA
ENSG00000144566,RAB5A,NA,NA,NA,NA,NA,NA
ENSG00000183977,PP2D1,NA,NA,NA,NA,NA,NA
ENSG00000114166,KAT2B,6251,Q92831,L Moses dihydrochloride,Cell biology,Bromodomains,Inhibitor
ENSG00000197885,NKIRAS1,NA,NA,NA,NA,NA,NA
ENSG00000174738,NR1D2,5855,Q14995,SR 9009,Nuclear Receptors,Rev-Erb Receptors,Agonist
ENSG00000151090,THRB,4554,P10828,GC 1,Nuclear Receptors,Other Nuclear Receptors,Agonist
ENSG00000077092,RARB,2020,P10826,Ch 55,Nuclear Receptors,Retinoic Acid Receptors,Agonist
ENSG00000077092,RARB,2021,P10826,LE 135,Nuclear Receptors,Retinoic Acid Receptors,Antagonist
ENSG00000077092,RARB,3800,P10826,CD 2665,Nuclear Receptors,Retinoic Acid Receptors,Antagonist
ENSG00000077092,RARB,3824,P10826,CD 2314,Nuclear Receptors,Retinoic Acid Receptors,Agonist
ENSG00000077092,RARB,4046,P10826,AC 261066,Nuclear Receptors,Retinoic Acid Receptors,Agonist
ENSG00000077097,TOP2B,1226,Q02880,Etoposide,Enzymes,DNA Topoisomerase,Inhibitor
ENSG00000151093,OXSM,NA,NA,NA,NA,NA,NA
ENSG00000179796,LRRC3B,NA,NA,NA,NA,NA,NA
ENSG00000163513,TGFBR2,5068,P37173,ITD 1,Enzyme-Linked Receptors,TGF-beta Receptors,Other
ENSG00000183813,CCR4,3581,P51679,C 021 dihydrochloride,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000183813,CCR4,6541,P51679,AZD 2098,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000163673,DCLK3,NA,NA,NA,NA,NA,NA
ENSG00000144668,ITGA9,6047,Q13797,BOP,Enzyme-Linked Receptors,Integrins,Inhibitor
ENSG00000060971,ACAA1,NA,NA,NA,NA,NA,NA
ENSG00000172939,OXSR1,NA,NA,NA,NA,NA,NA
ENSG00000172940,SLC22A13,NA,NA,NA,NA,NA,NA
ENSG00000144671,SLC22A14,NA,NA,NA,NA,NA,NA
ENSG00000114739,ACVR2B,NA,NA,NA,NA,NA,NA
ENSG00000183873,SCN5A,1470,Q14524,Flecainide acetate,Ion Channels,Voltage-gated Sodium Channels,Blocker
ENSG00000183873,SCN5A,3118,Q14524,Ranolazine dihydrochloride,Enzymes,Other Dehydrogenases,Activator
ENSG00000185313,SCN10A,4916,Q9Y5Y9,PF 04885614,Ion Channels,Voltage-gated Sodium Channels,Blocker
ENSG00000168356,SCN11A,NA,NA,NA,NA,NA,NA
ENSG00000168329,CX3CR1,NA,NA,NA,NA,NA,NA
ENSG00000179934,CCR8,NA,NA,NA,NA,NA,NA
ENSG00000168036,CTNNB1,3324,P35222,QS 11,Enzymes,Arf,QS 11
ENSG00000168036,CTNNB1,3534,P35222,PNU 74654,Cell biology,Beta-catenin,Other
ENSG00000168036,CTNNB1,3748,P35222,XAV 939,Enzymes,Tankyrase,Inhibitor
ENSG00000168036,CTNNB1,4299,P35222,iCRT 14,Cell biology,Beta-catenin,Other
ENSG00000168036,CTNNB1,4344,P35222,FH 535,Cell biology,Beta-catenin,Other
ENSG00000114812,VIPR1,NA,NA,NA,NA,NA,NA
ENSG00000157119,KLHL40,NA,NA,NA,NA,NA,NA
ENSG00000144648,ACKR2,NA,NA,NA,NA,NA,NA
ENSG00000163788,SNRK,NA,NA,NA,NA,NA,NA
ENSG00000160746,ANO10,NA,NA,NA,NA,NA,NA
ENSG00000011198,ABHD5,NA,NA,NA,NA,NA,NA
ENSG00000163808,KIF15,NA,NA,NA,NA,NA,NA
ENSG00000163810,TGM4,NA,NA,NA,NA,NA,NA
ENSG00000211456,SACM1L,NA,NA,NA,NA,NA,NA
ENSG00000163817,SLC6A20,NA,NA,NA,NA,NA,NA
ENSG00000173585,CCR9,NA,NA,NA,NA,NA,NA
ENSG00000172215,CXCR6,5943,O00574,ML 339,7-TM Receptors,Chemokine CXC Receptors,Antagonist
ENSG00000173578,XCR1,NA,NA,NA,NA,NA,NA
ENSG00000183625,CCR3,2757,P51677,UCB 35625,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000183625,CCR3,3650,P51677,SB 328437,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000163823,CCR1,2757,P32246,UCB 35625,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000163823,CCR1,3496,P32246,BX 471,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000121807,CCR2,2089,P41597,RS 102895 hydrochloride,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000121807,CCR2,3129,P41597,BMS CCR2 22,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000121807,CCR2,4306,P41597,INCB 3284 dimesylate,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000160791,CCR5,3756,P51681,Maraviroc,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000121797,CCRL2,NA,NA,NA,NA,NA,NA
ENSG00000160801,PTH1R,NA,NA,NA,NA,NA,NA
ENSG00000181555,SETD2,NA,NA,NA,NA,NA,NA
ENSG00000088727,KIF9,NA,NA,NA,NA,NA,NA
ENSG00000114648,KLHL18,NA,NA,NA,NA,NA,NA
ENSG00000132153,DHX30,NA,NA,NA,NA,NA,NA
ENSG00000164045,CDC25A,1867,P30304,NSC 663284,Enzymes,Cdc25 Phosphatase,Inhibitor
ENSG00000114268,PFKFB4,NA,NA,NA,NA,NA,NA
ENSG00000178035,IMPDH2,4102,P12268,Mycophenolate mofetil,Enzymes,Other Dehydrogenases,Inhibitor
ENSG00000172046,USP19,NA,NA,NA,NA,NA,NA
ENSG00000185909,KLHDC8B,NA,NA,NA,NA,NA,NA
ENSG00000114316,USP4,NA,NA,NA,NA,NA,NA
ENSG00000233276,GPX1,NA,NA,NA,NA,NA,NA
ENSG00000067560,RHOA,NA,NA,NA,NA,NA,NA
ENSG00000164062,APEH,NA,NA,NA,NA,NA,NA
ENSG00000182179,UBA7,NA,NA,NA,NA,NA,NA
ENSG00000164076,CAMKV,NA,NA,NA,NA,NA,NA
ENSG00000164078,MST1R,NA,NA,NA,NA,NA,NA
ENSG00000114738,MAPKAPK3,NA,NA,NA,NA,NA,NA
ENSG00000164080,RAD54L2,NA,NA,NA,NA,NA,NA
ENSG00000164082,GRM2,2913,Q14416,Ro 64-5229,7-TM Receptors,Glutamate (Metabotropic) Group II Receptors,Antagonist
ENSG00000164082,GRM2,4048,Q14416,BINA,7-TM Receptors,Glutamate (Metabotropic) Group II Receptors,Modulator
ENSG00000164082,GRM2,5362,Q14416,TASP 0433864,7-TM Receptors,Glutamate (Metabotropic) Group II Receptors,Modulator
ENSG00000041880,PARP3,NA,NA,NA,NA,NA,NA
ENSG00000114779,ABHD14B,NA,NA,NA,NA,NA,NA
ENSG00000248487,ABHD14A,NA,NA,NA,NA,NA,NA
ENSG00000164087,POC1A,NA,NA,NA,NA,NA,NA
ENSG00000164088,PPM1M,NA,NA,NA,NA,NA,NA
ENSG00000114904,NEK4,NA,NA,NA,NA,NA,NA
ENSG00000163932,PRKCD,NA,NA,NA,NA,NA,NA
ENSG00000157388,CACNA1D,2960,Q01668,Felodipine,Ion Channels,Cav1.x Channels,Blocker
ENSG00000113812,ACTR8,NA,NA,NA,NA,NA,NA
ENSG00000144771,LRTM1,NA,NA,NA,NA,NA,NA
ENSG00000157500,APPL1,NA,NA,NA,NA,NA,NA
ENSG00000168374,ARF4,NA,NA,NA,NA,NA,NA
ENSG00000136068,FLNB,NA,NA,NA,NA,NA,NA
ENSG00000163686,ABHD6,5317,Q9BV23,WWL 123,Enzymes,Other Hydrolases,Inhibitor
ENSG00000163686,ABHD6,5844,Q9BV23,JZP 430,Enzymes,Other Hydrolases,Inhibitor
ENSG00000168306,ACOX2,NA,NA,NA,NA,NA,NA
ENSG00000188817,SNTN,NA,NA,NA,NA,NA,NA
ENSG00000163376,KBTBD8,NA,NA,NA,NA,NA,NA
ENSG00000144744,UBA3,NA,NA,NA,NA,NA,NA
ENSG00000170837,GPR27,6544,Q9NS67,CID 1375606,7-TM Receptors,Orphan 7-TM Receptors,Agonist
ENSG00000113805,CNTN3,NA,NA,NA,NA,NA,NA
ENSG00000185008,ROBO2,NA,NA,NA,NA,NA,NA
ENSG00000169855,ROBO1,NA,NA,NA,NA,NA,NA
ENSG00000179097,HTR1F,1003,P30939,"L-741,626",7-TM Receptors,D2 Receptors,Antagonist
ENSG00000179097,HTR1F,2451,P30939,LY 344864 hydrochloride,7-TM Receptors,5-HT1F Receptors,Agonist
ENSG00000179097,HTR1F,3586,P30939,Sumatriptan succinate,7-TM Receptors,5-HT1D Receptors,Agonist
ENSG00000179097,HTR1F,4657,P30939,Zolmitriptan,7-TM Receptors,5-HT1D Receptors,Agonist
ENSG00000179097,HTR1F,4735,P30939,Quetiapine hemifumarate,7-TM Receptors,Non-selective 5-HT2,Antagonist
ENSG00000044524,EPHA3,NA,NA,NA,NA,NA,NA
ENSG00000169379,ARL13B,NA,NA,NA,NA,NA,NA
ENSG00000080224,EPHA6,NA,NA,NA,NA,NA,NA
ENSG00000113966,ARL6,NA,NA,NA,NA,NA,NA
ENSG00000183185,GABRR3,NA,NA,NA,NA,NA,NA
ENSG00000154165,GPR15,NA,NA,NA,NA,NA,NA
ENSG00000057019,DCBLD2,NA,NA,NA,NA,NA,NA
ENSG00000144820,ADGRG7,NA,NA,NA,NA,NA,NA
ENSG00000170017,ALCAM,NA,NA,NA,NA,NA,NA
ENSG00000172139,SLC9C1,NA,NA,NA,NA,NA,NA
ENSG00000144857,BOC,NA,NA,NA,NA,NA,NA
ENSG00000151577,DRD3,0706,P35462,7-Hydroxy-DPAT hydrobromide,7-TM Receptors,D3 Receptors,Agonist
ENSG00000151577,DRD3,1810,P35462,Raclopride,7-TM Receptors,Non-selective Dopamine,Antagonist
ENSG00000151577,DRD3,2635,P35462,NGB 2904,7-TM Receptors,D3 Receptors,Antagonist
ENSG00000151577,DRD3,3887,P35462,PG 01037 dihydrochloride,7-TM Receptors,D3 Receptors,Antagonist
ENSG00000151577,DRD3,3896,P35462,Rotigotine hydrochloride,7-TM Receptors,D2 Receptors,Agonist
ENSG00000151577,DRD3,4174,P35462,Pramipexole dihydrochloride,7-TM Receptors,D3 Receptors,Agonist
ENSG00000144852,NR1I2,0670,O75469,PK 11195,Other Pharmacology,Translocator Protein,Ligand
ENSG00000082701,GSK3B,1398,P49841,Kenpaullone,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,3835,P49841,TWS 119,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,3869,P49841,TCS 2002,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,3966,P49841,AR-A 014418,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,4083,P49841,3F8,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,4423,P49841,CHIR 99021,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000082701,GSK3B,4431,P49841,A 1070722,Enzymes,Glycogen Synthase Kinase 3,Inhibitor
ENSG00000175697,GPR156,NA,NA,NA,NA,NA,NA
ENSG00000036828,CASR,3626,P41180,NPS 2143 hydrochloride,7-TM Receptors,Calcium-Sensing Receptor,Antagonist
ENSG00000036828,CASR,3815,P41180,R 568 hydrochloride,7-TM Receptors,Calcium-Sensing Receptor,Modulator
ENSG00000036828,CASR,4387,P41180,Calhex 231 hydrochloride,7-TM Receptors,Calcium-Sensing Receptor,Modulator
ENSG00000036828,CASR,6165,P41180,AC 265347,7-TM Receptors,Calcium-Sensing Receptor,Modulator
ENSG00000036828,CASR,6170,P41180,Cinacalcet hydrochloride,7-TM Receptors,Calcium-Sensing Receptor,Agonist
ENSG00000196981,WDR5B,NA,NA,NA,NA,NA,NA
ENSG00000138496,PARP9,NA,NA,NA,NA,NA,NA
ENSG00000173193,PARP14,NA,NA,NA,NA,NA,NA
ENSG00000065485,PDIA5,NA,NA,NA,NA,NA,NA
ENSG00000173175,ADCY5,1435,O95622,SQ 22536,Enzymes,Adenylyl Cyclase,Inhibitor
ENSG00000173175,ADCY5,5071,O95622,NKY 80,Enzymes,Adenylyl Cyclase,Inhibitor
ENSG00000065534,MYLK,NA,NA,NA,NA,NA,NA
ENSG00000082781,ITGB5,NA,NA,NA,NA,NA,NA
ENSG00000144908,ALDH1L1,NA,NA,NA,NA,NA,NA
ENSG00000070476,ZXDC,NA,NA,NA,NA,NA,NA
ENSG00000187715,KBTBD12,NA,NA,NA,NA,NA,NA
ENSG00000075785,RAB7A,NA,NA,NA,NA,NA,NA
ENSG00000177646,ACAD9,NA,NA,NA,NA,NA,NA
ENSG00000172780,RAB43,NA,NA,NA,NA,NA,NA
ENSG00000172771,EFCAB12,NA,NA,NA,NA,NA,NA
ENSG00000017260,ATP2C1,NA,NA,NA,NA,NA,NA
ENSG00000240303,ACAD11,NA,NA,NA,NA,NA,NA
ENSG00000129048,ACKR4,NA,NA,NA,NA,NA,NA
ENSG00000081307,UBA5,NA,NA,NA,NA,NA,NA
ENSG00000154917,RAB6B,NA,NA,NA,NA,NA,NA
ENSG00000163785,RYK,NA,NA,NA,NA,NA,NA
ENSG00000154928,EPHB1,NA,NA,NA,NA,NA,NA
ENSG00000158186,MRAS,NA,NA,NA,NA,NA,NA
ENSG00000051382,PIK3CB,1130,P42338,LY 294002 hydrochloride,Enzymes,PI 3-Kinase,Inhibitor
ENSG00000051382,PIK3CB,4839,P42338,AZD 6482,Enzymes,PI 3-Kinase,Inhibitor
ENSG00000051382,PIK3CB,5832,P42338,TGX 221,Enzymes,PI 3-Kinase,Inhibitor
ENSG00000114113,RBP2,NA,NA,NA,NA,NA,NA
ENSG00000114115,RBP1,NA,NA,NA,NA,NA,NA
ENSG00000114124,GRK7,NA,NA,NA,NA,NA,NA
ENSG00000175054,ATR,5198,Q13535,AZ 20,Enzymes,ATM & ATR Kinase,Inhibitor
ENSG00000144935,TRPC1,NA,NA,NA,NA,NA,NA
ENSG00000163710,PCOLCE2,NA,NA,NA,NA,NA,NA
ENSG00000188582,PAQR9,NA,NA,NA,NA,NA,NA
ENSG00000181804,SLC9A9,NA,NA,NA,NA,NA,NA
ENSG00000174963,ZIC4,NA,NA,NA,NA,NA,NA
ENSG00000152977,ZIC1,NA,NA,NA,NA,NA,NA
ENSG00000144891,AGTR1,3798,P30556,Losartan potassium,7-TM Receptors,Angiotensin AT1 Receptors,Antagonist
ENSG00000144891,AGTR1,4216,P30556,Valsartan,7-TM Receptors,Angiotensin AT1 Receptors,Antagonist
ENSG00000144891,AGTR1,4616,P30556,Olmesartan,7-TM Receptors,Angiotensin AT1 Receptors,Antagonist
ENSG00000144891,AGTR1,4791,P30556,Candesartan,7-TM Receptors,Angiotensin AT1 Receptors,Antagonist
ENSG00000071794,HLTF,NA,NA,NA,NA,NA,NA
ENSG00000047457,CP,NA,NA,NA,NA,NA,NA
ENSG00000018408,WWTR1,NA,NA,NA,NA,NA,NA
ENSG00000174946,GPR171,6298,O14626,MS 21570,7-TM Receptors,GPR171,Antagonist
ENSG00000174946,GPR171,6299,O14626,MS 15203,7-TM Receptors,GPR171,Agonist
ENSG00000174944,P2RY14,4862,Q15391,PPTN hydrochloride,7-TM Receptors,Purinergic P2Y Receptors,Antagonist
ENSG00000138271,GPR87,NA,NA,NA,NA,NA,NA
ENSG00000181631,P2RY13,NA,NA,NA,NA,NA,NA
ENSG00000169313,P2RY12,3255,Q9H244,PJ 34 hydrochloride,Enzymes,Poly(ADP-ribose) Polymerase,Inhibitor
ENSG00000169313,P2RY12,5316,Q9H244,Elinogrel,7-TM Receptors,Purinergic P2Y Receptors,Antagonist
ENSG00000169313,P2RY12,6085,Q9H244,AZD 1283,7-TM Receptors,Purinergic P2Y Receptors,Antagonist
ENSG00000152580,IGSF10,NA,NA,NA,NA,NA,NA
ENSG00000198829,SUCNR1,NA,NA,NA,NA,NA,NA
ENSG00000169860,P2RY1,NA,NA,NA,NA,NA,NA
ENSG00000181467,RAP2B,NA,NA,NA,NA,NA,NA
ENSG00000174953,DHX36,NA,NA,NA,NA,NA,NA
ENSG00000174948,GPR149,NA,NA,NA,NA,NA,NA
ENSG00000196549,MME,5772,P08473,Sacubitril calcium,Enzymes,Other Proteases,Inhibitor
ENSG00000163659,TIPARP,NA,NA,NA,NA,NA,NA
ENSG00000179674,ARL14,NA,NA,NA,NA,NA,NA
ENSG00000163590,PPM1L,NA,NA,NA,NA,NA,NA
ENSG00000114200,BCHE,4440,P06276,Rivastigmine tartrate,Enzymes,Cholinesterases,Inhibitor
ENSG00000114204,SERPINI2,NA,NA,NA,NA,NA,NA
ENSG00000163536,SERPINI1,NA,NA,NA,NA,NA,NA
ENSG00000184378,ACTRT3,NA,NA,NA,NA,NA,NA
ENSG00000163558,PRKCI,0741,P41743,GF 109203X,Enzymes,Protein Kinase C,Inhibitor
ENSG00000136603,SKIL,5679,P12757,N-Acetylpuromycin,Enzyme-Linked Receptors,TGF-beta Receptors,Other
ENSG00000163581,SLC2A2,NA,NA,NA,NA,NA,NA
ENSG00000154310,TNIK,NA,NA,NA,NA,NA,NA
ENSG00000075651,PLD1,3575,Q13393,VU 0155069,Enzymes,Phospholipases,Inhibitor
ENSG00000075651,PLD1,3600,Q13393,FIPI,Enzymes,Phospholipases,Inhibitor
ENSG00000121853,GHSR,2261,Q92847,"L-692,585",7-TM Receptors,Ghrelin Receptors,Agonist
ENSG00000121853,GHSR,3959,Q92847,YIL 781,7-TM Receptors,Ghrelin Receptors,Antagonist
ENSG00000121853,GHSR,5272,Q92847,MK 0677,7-TM Receptors,Ghrelin Receptors,Agonist
ENSG00000121858,TNFSF10,NA,NA,NA,NA,NA,NA
ENSG00000169760,NLGN1,NA,NA,NA,NA,NA,NA
ENSG00000197584,KCNMB2,NA,NA,NA,NA,NA,NA
ENSG00000275163,AC117457.1,NA,NA,NA,NA,NA,NA
ENSG00000121879,PIK3CA,1130,P42336,LY 294002 hydrochloride,Enzymes,PI 3-Kinase,Inhibitor
ENSG00000171121,KCNMB3,NA,NA,NA,NA,NA,NA
ENSG00000136518,ACTL6A,NA,NA,NA,NA,NA,NA
ENSG00000058056,USP13,5197,Q92995,Spautin 1,Enzymes,Deubiquitinating Enzymes,Inhibitor
ENSG00000172578,KLHL6,NA,NA,NA,NA,NA,NA
ENSG00000114796,KLHL24,NA,NA,NA,NA,NA,NA
ENSG00000114770,ABCC5,2337,O15440,Trequinsin hydrochloride,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000186090,HTR3D,1795,Q70Z44,Zacopride hydrochloride,Ion Channels,5-HT3 Receptors,Antagonist
ENSG00000178084,HTR3C,1795,Q8WXA8,Zacopride hydrochloride,Ion Channels,5-HT3 Receptors,Antagonist
ENSG00000284917,EEF1AKMT4-ECE2,NA,NA,NA,NA,NA,NA
ENSG00000145194,ECE2,NA,NA,NA,NA,NA,NA
ENSG00000182580,EPHB3,NA,NA,NA,NA,NA,NA
ENSG00000073803,MAP3K13,NA,NA,NA,NA,NA,NA
ENSG00000244405,ETV5,NA,NA,NA,NA,NA,NA
ENSG00000058866,DGKG,NA,NA,NA,NA,NA,NA
ENSG00000073282,TP63,NA,NA,NA,NA,NA,NA
ENSG00000253548,PYDC2,NA,NA,NA,NA,NA,NA
ENSG00000114279,FGF12,NA,NA,NA,NA,NA,NA
ENSG00000187527,ATP13A5,NA,NA,NA,NA,NA,NA
ENSG00000127249,ATP13A4,NA,NA,NA,NA,NA,NA
ENSG00000198836,OPA1,NA,NA,NA,NA,NA,NA
ENSG00000172061,LRRC15,NA,NA,NA,NA,NA,NA
ENSG00000133657,ATP13A3,NA,NA,NA,NA,NA,NA
ENSG00000114331,ACAP2,NA,NA,NA,NA,NA,NA
ENSG00000061938,TNK2,4946,Q07912,AIM 100,Enzymes,Ack1,Inhibitor
ENSG00000174004,NRROS,NA,NA,NA,NA,NA,NA
ENSG00000180370,PAK2,5190,Q13177,FRAX 486,Enzymes,P21-activated Kinases,Inhibitor
ENSG00000161267,BDH1,NA,NA,NA,NA,NA,NA
ENSG00000133256,PDE6B,NA,NA,NA,NA,NA,NA
ENSG00000185619,PCGF3,NA,NA,NA,NA,NA,NA
ENSG00000178950,GAK,1202,O14976,SB 203580,Enzymes,p38,Inhibitor
ENSG00000178950,GAK,6564,O14976,SGC GAK 1,Enzymes,Other Kinases,Inhibitor
ENSG00000145214,DGKQ,NA,NA,NA,NA,NA,NA
ENSG00000013810,TACC3,4888,Q9Y6A5,KHS 101 hydrochloride,Cell biology,Neural Stem Cells,Other
ENSG00000068078,FGFR3,3044,P22607,PD 173074,Enzyme-Linked Receptors,FGFR,Inhibitor
ENSG00000109685,NSD2,NA,NA,NA,NA,NA,NA
ENSG00000125388,GRK4,NA,NA,NA,NA,NA,NA
ENSG00000159788,RGS12,NA,NA,NA,NA,NA,NA
ENSG00000184160,ADRA2C,2749,P18825,Dexmedetomidine hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000184160,ADRA2C,2758,P18825,B-HT 933 dihydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000184160,ADRA2C,2937,P18825,Atipamezole hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Antagonist
ENSG00000184160,ADRA2C,3866,P18825,SKF 86466 hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Antagonist
ENSG00000184160,ADRA2C,5160,P18825,Medetomidine hydrochloride,7-TM Receptors,Adrenergic Alpha-2 Receptors,Agonist
ENSG00000087008,ACOX3,NA,NA,NA,NA,NA,NA
ENSG00000231396,USP17L10,NA,NA,NA,NA,NA,NA
ENSG00000233136,USP17L11,NA,NA,NA,NA,NA,NA
ENSG00000227551,USP17L12,NA,NA,NA,NA,NA,NA
ENSG00000232399,USP17L13,NA,NA,NA,NA,NA,NA
ENSG00000223569,USP17L15,NA,NA,NA,NA,NA,NA
ENSG00000249104,USP17L17,NA,NA,NA,NA,NA,NA
ENSG00000250844,USP17L18,NA,NA,NA,NA,NA,NA
ENSG00000248920,USP17L19,NA,NA,NA,NA,NA,NA
ENSG00000250745,USP17L20,NA,NA,NA,NA,NA,NA
ENSG00000249811,USP17L21,NA,NA,NA,NA,NA,NA
ENSG00000248933,USP17L22,NA,NA,NA,NA,NA,NA
ENSG00000250913,USP17L23,NA,NA,NA,NA,NA,NA
ENSG00000232264,USP17L24,NA,NA,NA,NA,NA,NA
ENSG00000230430,USP17L25,NA,NA,NA,NA,NA,NA
ENSG00000229579,USP17L26,NA,NA,NA,NA,NA,NA
ENSG00000227140,USP17L5,NA,NA,NA,NA,NA,NA
ENSG00000235780,USP17L27,NA,NA,NA,NA,NA,NA
ENSG00000231051,USP17L28,NA,NA,NA,NA,NA,NA
ENSG00000231637,USP17L29,NA,NA,NA,NA,NA,NA
ENSG00000228856,USP17L30,NA,NA,NA,NA,NA,NA
ENSG00000109667,SLC2A9,NA,NA,NA,NA,NA,NA
ENSG00000169676,DRD5,2299,P21918,SCH 39166 hydrobromide,7-TM Receptors,D1 and D5 Receptors,Antagonist
ENSG00000157869,RAB28,NA,NA,NA,NA,NA,NA
ENSG00000152990,ADGRA3,NA,NA,NA,NA,NA,NA
ENSG00000109606,DHX15,NA,NA,NA,NA,NA,NA
ENSG00000163394,CCKAR,NA,NA,NA,NA,NA,NA
ENSG00000047365,ARAP2,NA,NA,NA,NA,NA,NA
ENSG00000174125,TLR1,5414,Q15399,CU-T12-9,Enzyme-Linked Receptors,Toll-like Receptors,Agonist
ENSG00000174130,TLR6,NA,NA,NA,NA,NA,NA
ENSG00000109790,KLHL5,NA,NA,NA,NA,NA,NA
ENSG00000168421,RHOH,NA,NA,NA,NA,NA,NA
ENSG00000174343,CHRNA9,NA,NA,NA,NA,NA,NA
ENSG00000163285,GABRG1,0554,Q8N1C3,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000151834,GABRA2,0554,P47869,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000151834,GABRA2,0807,P47869,THIP hydrochloride,Ion Channels,GABAA Receptors,Agonist
ENSG00000151834,GABRA2,1328,P47869,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000151834,GABRA2,3083,P47869,DMCM hydrochloride,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000151834,GABRA2,3250,P47869,"L-838,417",Ion Channels,GABAA Receptors,Agonist
ENSG00000109158,GABRA4,0554,P48169,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000109158,GABRA4,0807,P48169,THIP hydrochloride,Ion Channels,GABAA Receptors,Agonist
ENSG00000109158,GABRA4,1328,P48169,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000163288,GABRB1,1328,P18505,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine
ENSG00000198515,CNGA1,NA,NA,NA,NA,NA,NA
ENSG00000074966,TXK,NA,NA,NA,NA,NA,NA
ENSG00000135605,TEC,NA,NA,NA,NA,NA,NA
ENSG00000188993,LRRC66,NA,NA,NA,NA,NA,NA
ENSG00000128045,RASL11B,NA,NA,NA,NA,NA,NA
